,N,3R,B2,BT,E2,ET
62,68.0,6.319838006497678e-06,4.854572781315907e-06,1.4749442551034782e-19,3.039981335779409e-08,1.45257580473705e-16
63,69.0,6.09926468386228e-06,4.5793413263722216e-06,1.172777101737589e-19,2.8683695177510123e-08,1.4973931917272265e-16
64,70.0,5.677164413299754e-06,4.3233399460685474e-06,1.2082676027964538e-19,2.707905066845484e-08,1.5097050593786726e-16
65,71.0,5.473340785255e-06,4.084978781365149e-06,1.183333072647642e-19,2.558873742162269e-08,1.5558759288760996e-16
66,72.0,5.111378776598034e-06,3.862819301454172e-06,1.274220268373404e-19,2.419888525827406e-08,1.5935362597375837e-16
67,73.0,4.930609378483832e-06,3.655557806757652e-06,1.3465782783080325e-19,2.2899711709831223e-08,1.5750338628457915e-16
68,74.0,4.6122386976991035e-06,3.46201154579864e-06,1.2894712726208046e-19,2.1691098325912838e-08,1.79614206391004e-16
69,75.0,4.451428139001227e-06,3.2811056185081872e-06,1.2858191885153836e-19,2.055443986422508e-08,1.4543921622589551e-16
70,76.0,4.175959746699488e-06,3.1118623934390287e-06,1.2062172827155514e-19,1.9499463117288977e-08,2.0090836888878757e-16
71,77.0,4.033035851130672e-06,2.95339116816784e-06,1.1858938973752933e-19,1.8501565660474943e-08,1.794199709438869e-16
72,78.0,3.796411484396294e-06,2.804879712559633e-06,1.3672673590603658e-19,1.7577399888889197e-08,1.5817119693778272e-16
73,79.0,3.6619947960046384e-06,2.665586175165946e-06,1.3549475288940284e-19,1.6698456051093456e-08,1.511185691350935e-16
74,80.0,3.4575970307696706e-06,2.5348325413391927e-06,1.0271202087944132e-19,1.588613189884569e-08,1.450662506785605e-16
75,81.0,3.3339291364020702e-06,2.4119981961849752e-06,1.2650364165645127e-19,1.5109550287208924e-08,1.6349233352601167e-16
76,82.0,3.1546495864702366e-06,2.2965144961764607e-06,1.3235731711511108e-19,1.4393228671247328e-08,1.510478733960293e-16
77,83.0,3.042794622256882e-06,2.187859849488452e-06,1.2222167835376384e-19,1.3705052002235584e-08,1.6707686104769393e-16
78,84.0,2.8833160247681417e-06,2.085555456849801e-06,1.196827034990428e-19,1.3071447439000615e-08,1.7066374768419445e-16
79,85.0,2.782493900849241e-06,1.9891611380782144e-06,1.5010676710599946e-19,1.245988572448783e-08,1.4420654213237786e-16
80,86.0,2.644331738399508e-06,1.8982716992849404e-06,1.282172246095656e-19,1.189780667785861e-08,1.5862634203583268e-16
81,87.0,2.5513129627608e-06,1.8125144623600233e-06,1.4443435979489364e-19,1.1354391447494288e-08,1.629044919394312e-16
82,88.0,2.430852045636363e-06,1.7315454828768615e-06,1.360979550714516e-19,1.0852843458515742e-08,1.6988462404509232e-16
83,89.0,2.343007351223745e-06,1.6550474910444538e-06,1.2931408668083537e-19,1.0368996741128137e-08,1.5943862958977846e-16
84,90.0,2.2379002897027475e-06,1.5827275228941733e-06,1.390931119392988e-19,9.92000981359098e-09,1.5161483180037295e-16
85,91.0,2.156975095228308e-06,1.5143146286947207e-06,1.209315769869523e-19,9.488074315233564e-09,1.5094000530532262e-16
86,92.0,2.0632657226045945e-06,1.4495583815881612e-06,1.3560408885485738e-19,9.085186701985253e-09,1.5001586929208128e-16
87,93.0,1.9889424850606433e-06,1.388226649521098e-06,1.1969775246611783e-19,8.69862676274021e-09,1.5776657161087995e-16
88,94.0,1.904991171936996e-06,1.3301045134653848e-06,1.156322378124883e-19,8.336283441323644e-09,1.6830508617987745e-16
89,95.0,1.8374547843769875e-06,1.2749923541078212e-06,1.343348094692721e-19,7.989503348962569e-09,1.2968427501460299e-16
90,96.0,1.7646938197057868e-06,1.2227052246108734e-06,1.3209301958817307e-19,7.662913359407497e-09,1.5616125291032881e-16
91,97.0,1.700626184061341e-06,1.173071031153985e-06,1.0538661715110878e-19,7.3511055913715e-09,1.4904314895660526e-16
92,98.0,1.6368169966363142e-06,1.1259299393014584e-06,1.3709927664619764e-19,7.056124369604933e-09,1.576120186744642e-16
93,99.0,1.5762156508103779e-06,1.081133092618969e-06,1.3486784338168653e-19,6.775143833165185e-09,1.439995709654283e-16
94,100.0,1.5200775708960501e-06,1.0385420175654417e-06,1.3330198325972111e-19,6.508176155772816e-09,1.5154544286133387e-16
95,101.0,1.4638320802840006e-06,9.980277563136117e-07,1.244491563981523e-19,6.254440850816615e-09,1.381939117594989e-16
96,102.0,1.4133841772038154e-06,9.594698430925863e-07,1.3403035343223239e-19,6.012358679546532e-09,1.43982048506075e-16
97,103.0,1.3610815185832443e-06,9.227559854865428e-07,1.388019461563584e-19,5.782761361455027e-09,1.6673555739971252e-16
98,104.0,1.3163709985329875e-06,8.87781539225018e-07,1.164233201267479e-19,5.562835765744627e-09,1.5005358067199381e-16
99,105.0,1.267813713345945e-06,8.54448446155585e-07,1.3982753681398227e-19,5.354675617194208e-09,1.5377910585135352e-16
100,106.0,1.2287537078459198e-06,8.226650411553742e-07,1.2947688364039774e-19,5.154520263447504e-09,1.6083832379151e-16
101,107.0,1.1824385876574032e-06,7.923458536406884e-07,1.5891861728237942e-19,4.965440959753212e-09,1.7087836856818267e-16
102,108.0,1.148187372913317e-06,7.634105976178116e-07,1.5374894145056957e-19,4.782964146143053e-09,1.7032414573387096e-16
103,109.0,1.1043660214794595e-06,7.357841281330316e-07,1.4185623466764725e-19,4.61090698038804e-09,1.7655983708703394e-16
104,110.0,1.0740349287911087e-06,7.093960949603009e-07,1.3159419698792242e-19,4.4442693717091945e-09,1.650510536324842e-16
105,111.0,1.0329271140609366e-06,6.841804220071311e-07,1.2764090864091507e-19,4.287429142444019e-09,1.5006139474170543e-16
106,112.0,1.0057200814330999e-06,6.600751394964471e-07,1.3102053898312264e-19,4.135011519698242e-09,1.74122868901172e-16
107,113.0,9.671556390501466e-07,6.370221953366883e-07,1.424405025973726e-19,3.991803067051544e-09,1.4083498379301972e-16
108,114.0,9.434432122715732e-07,6.149668479796255e-07,1.2710662455597177e-19,3.852308074875647e-09,1.6860294836686863e-16
109,115.0,9.069889735669623e-07,5.93857826687816e-07,1.2168470181015908e-19,3.721442869806053e-09,1.6490432208155178e-16
110,116.0,8.863126887505919e-07,5.736467520182262e-07,1.30089119390035e-19,3.5938951584827904e-09,1.6620445441384684e-16
111,117.0,8.513725882054448e-07,5.542882057148021e-07,1.25615327982334e-19,3.4736667976990034e-09,1.5811189015227924e-16
112,118.0,8.334151318274118e-07,5.357394257244563e-07,1.3697895533072557e-19,3.3567567078117867e-09,1.5971216816111892e-16
113,119.0,8.002686727678239e-07,5.179599793248761e-07,1.3082446309810347e-19,3.246146701581021e-09,1.5353031637804817e-16
114,120.0,7.843979931094914e-07,5.009120285122991e-07,1.285561927051691e-19,3.1388288903218728e-09,1.5754180367662702e-16
115,121.0,7.530136151444744e-07,4.845597923328783e-07,1.410421442274947e-19,3.0369301582235098e-09,1.6120025424696875e-16
116,122.0,7.389396662347965e-07,4.6886921565199763e-07,1.2468333164942695e-19,2.9382766893523567e-09,1.5257035161664869e-16
117,123.0,7.093302815480465e-07,4.5380874485793517e-07,1.264744218835607e-19,2.8442802295888962e-09,1.500042186218644e-16
118,124.0,6.97405014159284e-07,4.3934805569408565e-07,1.3537455819887029e-19,2.7534661593786234e-09,1.6337178026175123e-16
119,125.0,6.689607534647673e-07,4.254588143274655e-07,1.2395760188118556e-19,2.666649399074572e-09,1.662558979376172e-16
120,126.0,6.588153981949378e-07,4.1211401565336316e-07,1.4470317333826204e-19,2.5829398293929723e-09,1.6945219478033763e-16
121,127.0,6.314364211987855e-07,3.9928850577819474e-07,1.3502465551837478e-19,2.502655794761479e-09,1.570539411557585e-16
122,128.0,6.228797833647708e-07,3.8695792645193275e-07,1.369958664384821e-19,2.425394739213882e-09,1.592692991381206e-16
123,129.0,5.967753364810593e-07,3.7509963935097846e-07,1.46493388395713e-19,2.3510635307667e-09,1.5114954937968458e-16
124,130.0,5.893913255004416e-07,3.636922371449622e-07,1.1538163010224366e-19,2.2796646912062522e-09,1.6768103999326582e-16
125,131.0,5.644639102477809e-07,3.527151647445832e-07,1.291062995258942e-19,2.2107652053375466e-09,1.7246594313833538e-16
126,132.0,5.582717415319839e-07,3.4214901485790223e-07,1.4743745920855504e-19,2.14470352840915e-09,1.6485129759585658e-16
127,133.0,5.344927202285508e-07,3.3197562306170745e-07,1.021881961825778e-19,2.0807673286972004e-09,1.4926447713592917e-16
128,134.0,5.295726963998326e-07,3.2217759858860384e-07,1.4881295114471082e-19,2.019571455343115e-09,1.6487640440328817e-16
129,135.0,5.065603949174095e-07,3.127383889183194e-07,1.3530431468043579e-19,1.9601760223206153e-09,1.600057535026904e-16
130,136.0,5.027351411757997e-07,3.036422569093523e-07,1.2664723095191297e-19,1.9034228188705967e-09,1.5778330439583164e-16
131,137.0,4.805212231764825e-07,2.9487452438240016e-07,1.3225997791581856e-19,1.8481873744320243e-09,1.5698614346832449e-16
132,138.0,4.776236074791975e-07,2.8642081340829786e-07,1.218992124789736e-19,1.7954954688898365e-09,1.6663401737354025e-16
133,139.0,4.5627150089400414e-07,2.782680888786996e-07,1.3741722113746113e-19,1.7440762647041504e-09,1.4888669833383674e-16
134,140.0,4.5411140957938664e-07,2.7040325623544953e-07,1.226926105771903e-19,1.695102057925573e-09,1.4935969128160308e-16
135,141.0,4.3356409184246754e-07,2.6281440062115545e-07,1.2249919565524467e-19,1.6471868361015654e-09,1.38802484084896e-16
136,142.0,4.322554226890914e-07,2.554897382251691e-07,1.255130848481068e-19,1.6016207304065692e-09,1.6103609056567797e-16
137,143.0,4.124305908893025e-07,2.484186375306438e-07,1.4474181577115331e-19,1.5569785856865255e-09,1.6481086115119512e-16
138,144.0,4.118943477581704e-07,2.4159044613662653e-07,1.3223053826568362e-19,1.5144886201616063e-09,1.6566609195578508e-16
139,145.0,3.925998151684953e-07,2.3499520221423301e-07,1.3335035627503873e-19,1.4728970395829076e-09,1.6638989037162367e-16
140,146.0,3.9277685183192173e-07,2.2862354320190508e-07,1.2256095717927678e-19,1.4331959257121832e-09,1.6646216368791142e-16
141,147.0,3.74071206395775e-07,2.224664557176434e-07,1.3115547395579396e-19,1.3944079972316045e-09,1.4448948462489814e-16
142,148.0,3.748203631492548e-07,2.165150857195016e-07,1.306299514346508e-19,1.3572800278588877e-09,1.8531066321076567e-16
143,149.0,3.5669897129315703e-07,2.1076151146548483e-07,1.3113660065738228e-19,1.32107221508148e-09,1.3731093070919775e-16
